,cluster_id_pair1,Name_pair1,City_pair1,Zip_pair1,Address_pair1,gender_field_pair1,source_pair1,age_pair1,cluster_id_pair2,Name_pair2,City_pair2,Zip_pair2,Address_pair2,gender_field_pair2,source_pair2,age_pair2
1396,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1399,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1404,493,cvs 03118,jacksonville,322184832,1190dunnave,gender_field,pbna,,509,town star 497,jacksonville,322186309,1202dunnave,gender_field,pbna,
1405,493,cvs 03118,jacksonville,322184832,1190dunnave,gender_field,pbna,,511,family dollar 08062,jacksonville,322195188,6765dunnave,gender_field,pbna,
1407,503,publix 0686,jacksonville,322184832,1100dunnave,gender_field,pbna,,509,town star 497,jacksonville,322186309,1202dunnave,gender_field,pbna,
1408,503,publix 0686,jacksonville,322184832,1100dunnave,gender_field,pbna,,511,family dollar 08062,jacksonville,322195188,6765dunnave,gender_field,pbna,
1409,506,family dollar 01690,jacksonville,322184832,1100dunnave,gender_field,pbna,,509,town star 497,jacksonville,322186309,1202dunnave,gender_field,pbna,
1410,506,family dollar 01690,jacksonville,322184832,1100dunnave,gender_field,pbna,,511,family dollar 08062,jacksonville,322195188,6765dunnave,gender_field,pbna,
1411,509,town star 497,jacksonville,322186309,1202dunnave,gender_field,pbna,,511,family dollar 08062,jacksonville,322195188,6765dunnave,gender_field,pbna,
1413,539,walgreens 09479,jacksonville,322262025,12387yellowbluffrd,gender_field,pbna,,540,walgreens 12104,jacksonville,322182759,13125nmainst,gender_field,pbna,
1415,333,middleburg bp,middleburg,320685163,2449blandingblvd,gender_field,pbna,,418,winn-dixie 0093,middleburg,320685648,2720blandingblvd,gender_field,pbna,
1417,336,oceanway food store,jacksonville,322182610,12553nmainst,gender_field,pbna,,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,
1418,336,oceanway food store,jacksonville,322182610,12553nmainst,gender_field,pbna,,540,walgreens 12104,jacksonville,322182759,13125nmainst,gender_field,pbna,
1419,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,,540,walgreens 12104,jacksonville,322182759,13125nmainst,gender_field,pbna,
1423,349,hagan ace hardware,jacksonville,322232644,12501sanjoseblvd,gender_field,pbna,,422,winn-dixie 0153,jacksonville,322216640,7921normandyblvd,gender_field,pbna,
1424,349,hagan ace hardware,jacksonville,322232644,12501sanjoseblvd,gender_field,pbna,,507,price rite food 06,jacksonville,322184153,57baisdenrd,gender_field,pbna,
1425,422,winn-dixie 0153,jacksonville,322216640,7921normandyblvd,gender_field,pbna,,507,price rite food 06,jacksonville,322184153,57baisdenrd,gender_field,pbna,
1434,493,cvs 03118,jacksonville,322184832,1190dunnave,gender_field,pbna,,504,walgreens 05690,jacksonville,322184803,866dunnave,gender_field,pbna,
1441,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,,529,first coast energy 1111,jacksonville,322464505,4887gatepkwy,gender_field,pbna,
1444,333,middleburg bp,middleburg,320685163,2449blandingblvd,gender_field,pbna,,365,blanding grocery,middleburg,320686335,2816blandingblvd,gender_field,pbna,
1445,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,391,prime time food store 02,jacksonville,322771335,4275universityblvdn,gender_field,pbna,
1446,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,392,prime time food store 0004,jacksonville,322772423,3550universityblvdn,gender_field,pbna,
1448,406,winn-dixie 0176,jacksonville,32244,8650argyleforestblvd,gender_field,pbna,,423,winn-dixie 0191,jacksonville,322054827,5207normandyblvd,gender_field,pbna,
1450,416,publix 0631,jacksonville,322103375,4495rooseveltblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
1462,441,target 2155-vendor 1137590,yulee,320978652,463737stateroad200,gender_field,pbna,,442,gate food 1214,yulee,320978652,463779stateroad200,gender_field,pbna,
1463,441,target 2155-vendor 1137590,yulee,320978652,463737stateroad200,gender_field,pbna,,445,dollar tree 5002,yulee,320978653,463797stateroad200ste7,gender_field,pbna,
1464,441,target 2155-vendor 1137590,yulee,320978652,463737stateroad200,gender_field,pbna,,448,circle k 2745087,yulee,32097,474328estateroad200,gender_field,pbna,
1465,442,gate food 1214,yulee,320978652,463779stateroad200,gender_field,pbna,,445,dollar tree 5002,yulee,320978653,463797stateroad200ste7,gender_field,pbna,
1466,442,gate food 1214,yulee,320978652,463779stateroad200,gender_field,pbna,,448,circle k 2745087,yulee,32097,474328estateroad200,gender_field,pbna,
1467,445,dollar tree 5002,yulee,320978653,463797stateroad200ste7,gender_field,pbna,,448,circle k 2745087,yulee,32097,474328estateroad200,gender_field,pbna,
1469,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,
1474,513,cvs 04415,jacksonville,322186801,50duvalstationrd,gender_field,pbna,,515,first coast energy 1086,jacksonville,322181968,711duvalstationrd,gender_field,pbna,
1481,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,480,dollar general 04486,hilliard,320468282,551609us-1,gender_field,pbna,
1482,370,baker ave food store,jacksonville,322097051,934bakerave,gender_field,pbna,,406,winn-dixie 0176,jacksonville,32244,8650argyleforestblvd,gender_field,pbna,
1491,517,first coast energy 1027,jacksonville,322043909,940postst,gender_field,pbna,,533,first coast energy 1016,jacksonville,322253132,13490atlanticblvd,gender_field,pbna,
1497,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,467,a1a express,fernandinabeach,320344307,3331sfletcherave,gender_field,pbna,
1515,414,walmart sc 2920,orangepark,320037926,1505countyroad220,gender_field,pbna,,524,first coast energy 1082,jacksonville,322592013,2250countyroad210w,gender_field,pbna,
1520,148,walmart fuel ctr 7221,northport,342873500,1100smainst,gender_field,pbna,,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,
1521,148,walmart nhm 7221,northport,342873500,1100smainst,gender_field,pbna,,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,
1524,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,
1525,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,
1526,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,
1527,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,
1529,343,eastwood discount,hilliard,32046,51114ushighway1,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1530,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,
1531,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,
1532,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,
1533,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,
1534,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,
1535,357,state line discount,hilliard,320462853,555165ushighway1,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1536,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,
1537,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,
1538,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,
1539,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,
1540,376,cronin ace hardware,pontevedra,320817804,10870ushighway1nunit116,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1541,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,
1542,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,
1543,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,
1544,444,dollar general 13628,yulee,32097,8507707ushighway17,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1545,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,
1546,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,
1547,470,hedges meat shop,yulee,320979029,850429ushighway17,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1548,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,
1549,472,circle k 2726095,yulee,320979037,850378ushighway17,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1550,478,winn-dixie 0142,hilliard,320468296,550969ushighway1,gender_field,pbna,,485,callahan food discount,callahan,320116484,542217ushighway1,gender_field,pbna,
1552,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,435,joes food mart 2,jacksonville,322181401,15411nmainst,gender_field,pbna,
1553,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
1554,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,
1555,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
1556,377,proctor ace hardware,jacksonville,322164976,5723universityblvdw,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1557,435,joes food mart 2,jacksonville,322181401,15411nmainst,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
1558,435,joes food mart 2,jacksonville,322181401,15411nmainst,gender_field,pbna,,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,
1559,435,joes food mart 2,jacksonville,322181401,15411nmainst,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
1560,435,joes food mart 2,jacksonville,322181401,15411nmainst,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1561,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,
1563,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1564,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
1565,508,circle k 2721415,jacksonville,322182089,11869pulaskird,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1566,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,,548,circle k 2721174,jacksonville,32218,9615hecksherdr,gender_field,pbna,
1570,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,
1571,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,
1572,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,
1575,452,circle k 2745059,fernandinabeach,320342906,925s14thst,gender_field,pbna,,464,walgreens 04449,fernandinabeach,320344452,2101sadlerrd,gender_field,pbna,
1580,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,
1581,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,
1585,455,dollar general 01958,fernandinabeach,320342919,1026s14thst,gender_field,pbna,,464,walgreens 04449,fernandinabeach,320344452,2101sadlerrd,gender_field,pbna,
1589,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,
1590,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,
1596,456,a1a gas mart,fernandinabeach,320343705,816s8thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1597,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,
1598,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,
1599,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,
1601,458,cvs 03235,fernandinabeach,320344752,870sadlerrd,gender_field,pbna,,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,
1610,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1611,459,circle k 2745033,fernandinabeach,320348680,3062s8thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1616,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1617,460,circle k 2745036,fernandinabeach,320342262,2809atlanticave,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1621,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1622,461,winn-dixie 0084,fernandinabeach,320343073,1745s8thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1629,463,circle k 2745046,fernandinabeach,320343060,1982s8thst,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
1630,464,walgreens 04449,fernandinabeach,320344452,2101sadlerrd,gender_field,pbna,,468,jim island food store,fernandinabeach,320343215,201s14thst,gender_field,pbna,
1631,464,walgreens 04449,fernandinabeach,320344452,2101sadlerrd,gender_field,pbna,,474,dollar general 19601,fernandinabeach,320347141,941300oldnassauvillerd,gender_field,pbna,
