,cluster_id_pair1,Name_pair1,City_pair1,Zip_pair1,Address_pair1,gender_field_pair1,source_pair1,age_pair1,cluster_id_pair2,Name_pair2,City_pair2,Zip_pair2,Address_pair2,gender_field_pair2,source_pair2,age_pair2
696,422,winn-dixie 0153,jacksonville,322216640,7921normandyblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
697,422,winn-dixie 0153,jacksonville,322216640,7921normandyblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
698,422,winn-dixie 0153,jacksonville,322216640,7921normandyblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
699,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,
700,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,
701,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,
702,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,
703,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,
704,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
705,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
706,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
707,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
708,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
709,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
710,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
711,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
712,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
713,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
714,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
715,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
716,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
717,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
718,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
719,424,walmart sc 6978,jacksonville,322445041,7075collinsrd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
720,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,
721,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,
722,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,
723,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,
724,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
725,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
726,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
727,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
728,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
729,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
730,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
731,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
732,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
733,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
734,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
736,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
737,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
738,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
739,425,walmart sc 1083,jacksonville,322051902,6830normandyblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
740,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,
741,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,
742,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,
743,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
744,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
745,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
746,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
747,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
748,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
749,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
750,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
751,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
752,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
753,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
754,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
755,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
756,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
757,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
758,426,winn-dixie 0199,jacksonville,322211105,703chaffeerds,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
759,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,
760,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,
761,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
762,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
763,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
764,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
765,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
766,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
767,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
769,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
770,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
771,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
772,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
773,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
774,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
775,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
776,431,walmart sc 1082,jacksonville,322236675,10991sanjoseblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
777,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,
778,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
779,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
780,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
781,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
782,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
783,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
784,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
785,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
786,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
787,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
788,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
789,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
790,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
791,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
792,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
793,432,winn-dixie 0141,jacksonville,322230756,11701sanjoseblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
794,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,
795,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
796,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
797,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
798,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
799,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
800,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
801,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
802,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
803,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
804,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
805,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
806,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
807,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
808,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
809,495,dunn food store,jacksonville,322185285,10696biscayneblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
810,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,
811,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
812,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
813,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
814,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
815,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
816,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
817,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
818,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
819,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
820,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
821,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
822,496,sunshine food mart,jacksonville,322184061,11307nmainst,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
825,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,
826,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
827,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
828,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
829,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
830,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
831,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
832,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
833,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
834,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
835,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
836,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
837,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
838,497,king food discount 03,jacksonville,322184002,11565nmainst,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
839,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,
840,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
841,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
842,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
843,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
844,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
845,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
846,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
847,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
848,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
849,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
850,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
851,498,emmanuel food store,jacksonville,322056202,6510normandyblvd,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
852,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,
853,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
854,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
855,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
856,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
857,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
858,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
859,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
860,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
861,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,542,family dollar 08403,jacksonville,322182054,913newberlinrd,gender_field,pbna,
862,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,543,dollar general 13746,jacksonville,322182706,13807nmainst,gender_field,pbna,
863,499,sunshine food mart,jacksonville,322056235,1287laneaves,gender_field,pbna,,547,circle k 2726536,jacksonville,32218,12405nmainst,gender_field,pbna,
864,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,516,first coast energy 1031,jacksonville,322543722,532cassatave,gender_field,pbna,
865,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,520,first coast energy 1024,jacksonville,322237238,11647sanjoseblvd,gender_field,pbna,
866,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,526,first coast energy 1117,jacksonville,322575431,9551sanjoseblvd,gender_field,pbna,
867,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,527,first coast energy 1050,jacksonville,322242216,4755hodgesblvd,gender_field,pbna,
868,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,528,first coast energy 1056,jacksonville,322567021,4991gatepkwy,gender_field,pbna,
869,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,531,first coast energy 1006,jacksonville,322254364,9115merrillrd,gender_field,pbna,
870,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,534,first coast energy 1004,jacksonville,322216696,7750normandyblvd,gender_field,pbna,
871,512,dollar general 12954,jacksonville,322192411,10171newkingsrd,gender_field,pbna,,535,first coast energy 1008,jacksonville,322102027,4225rooseveltblvd,gender_field,pbna,
